k,time_s,safety_mode,ctrl_mode,fw,vdc,rs,wm,omega_ref,id_ref,iq_ref,id_fw,theta_ref,theta_mech,epos_live,epos_pi,espd,i_alpha,i_beta,tl_hat,mpcJ,enc,iq_inj,frf_freq_hz
4411,0.22053920,0,1,0,48.556755,0.478702,-30.679617,0.000000,0.000000,1.026153,0.000000,0.000000,-0.231631,0.231631,0.000000,0.000000,0.763869,0.758742,13.869504,0.002217,-151,0.105344,14.932315
4412,0.22058919,0,1,0,48.487350,0.478592,0.000000,0.000000,0.000000,1.029873,0.000000,0.000000,-0.231631,0.231631,0.000000,0.000000,0.770834,0.747666,-8.280515,0.001912,-151,0.109065,14.937679
4413,0.22063918,0,1,0,48.417439,0.478457,0.000000,0.000000,0.000000,1.033593,0.000000,0.000000,-0.231631,0.231631,0.000000,0.000000,0.783090,0.747200,-7.847129,0.001645,-151,0.112784,14.943043
4414,0.22068918,0,1,0,48.347157,0.478663,-30.679617,0.000000,0.000000,1.037311,0.000000,0.000000,-0.233165,0.233165,0.000000,0.000000,0.794834,0.743734,14.040746,0.001380,-152,0.116502,14.948407
4415,0.22073917,0,1,0,48.276577,0.478532,0.000000,0.000000,0.000000,1.041028,0.000000,0.000000,-0.233165,0.233165,0.000000,0.000000,0.808170,0.739177,-8.117403,0.001076,-152,0.120219,14.953771
4416,0.22078916,0,1,0,48.205769,0.478401,0.000000,0.000000,0.000000,1.044744,0.000000,0.000000,-0.233165,0.233165,0.000000,0.000000,0.823698,0.732904,-7.691756,0.000740,-152,0.123935,14.959135
4417,0.22083916,0,1,0,48.134884,0.478601,-30.679617,0.000000,0.000000,1.048458,0.000000,0.000000,-0.234699,0.234699,0.000000,0.000000,0.841949,0.724667,14.188812,0.000417,-153,0.127649,14.964499
4418,0.22088915,0,1,0,48.063988,0.478471,0.000000,0.000000,0.000000,1.052170,0.000000,0.000000,-0.234699,0.234699,0.000000,0.000000,0.863061,0.714061,-7.976227,0.000147,-153,0.131362,14.969862
4419,0.22093914,0,1,0,47.993156,0.478667,-30.679617,0.000000,0.000000,1.055882,0.000000,0.000000,-0.236233,0.236233,0.000000,0.000000,0.887213,0.701433,13.918968,0.000019,-154,0.135073,14.975226
4420,0.22098914,0,1,0,47.922535,0.478610,0.000000,0.000000,0.000000,1.111124,0.000000,0.000000,-0.236233,0.236233,0.000000,11.662797,0.914015,0.686683,-8.232137,0.000020,-154,0.138782,14.980590
4421,0.22103913,0,1,0,47.852196,0.478420,0.000000,0.000000,0.000000,1.114832,0.000000,0.000000,-0.236233,0.236233,0.000000,0.000000,0.964273,0.712614,-7.798947,0.000179,-154,0.142490,14.985953
4422,0.22108912,0,1,0,47.782234,0.478609,-30.679617,0.000000,0.000000,1.118538,0.000000,0.000000,-0.237767,0.237767,0.000000,0.000000,0.994400,0.694224,14.088867,0.000697,-155,0.146196,14.991318
4423,0.22113912,0,1,0,47.712719,0.478490,0.000000,0.000000,0.000000,1.122242,0.000000,0.000000,-0.237767,0.237767,0.000000,0.000000,1.026826,0.678034,-8.069180,0.001613,-155,0.149900,14.996681
4424,0.22118911,0,1,0,47.643799,0.478375,0.000000,0.000000,0.000000,1.125944,0.000000,0.000000,-0.237767,0.237767,0.000000,0.000000,1.058463,0.660512,-7.643314,0.002926,-155,0.153602,15.002046
4425,0.22123910,0,1,0,47.575539,0.478577,-30.679617,0.000000,0.000000,1.129644,0.000000,0.000000,-0.239301,0.239301,0.000000,0.000000,1.109397,0.610045,14.237524,0.006731,-156,0.157302,15.007410
4426,0.22128910,0,1,0,47.508011,0.478472,0.000000,0.000000,0.000000,1.133341,0.000000,0.000000,-0.239301,0.239301,0.000000,0.000000,1.165941,0.579426,-7.926943,0.011658,-156,0.160999,15.012774
4427,0.22133909,0,1,0,47.441349,0.478292,-30.679617,0.000000,0.000000,1.137037,0.000000,0.000000,-0.240835,0.240835,0.000000,0.000000,1.239157,0.516023,13.969026,0.011999,-157,0.164695,15.018137
4428,0.22138909,0,1,0,47.375626,0.478523,0.000000,0.000000,0.000000,1.140730,0.000000,0.000000,-0.240835,0.240835,0.000000,0.000000,1.015580,0.511054,-8.184915,0.005287,-157,0.168388,15.023501
4429,0.22143908,0,1,0,47.310905,0.478380,0.000000,0.000000,0.000000,1.144421,0.000000,0.000000,-0.240835,0.240835,0.000000,0.000000,1.032051,0.489181,-7.755408,0.006757,-157,0.172079,15.028865
4430,0.22148907,0,1,0,47.247322,0.478682,-30.679617,0.000000,0.000000,1.208109,0.000000,0.000000,-0.242369,0.242369,0.000000,12.705418,1.024302,0.471177,14.128385,0.011042,-158,0.175767,15.034229
4431,0.22153907,0,1,0,47.184940,0.478561,0.000000,0.000000,0.000000,1.221349,0.000000,0.000000,-0.242369,0.242369,0.000000,0.000000,1.076592,0.451504,-8.033214,0.007354,-158,0.179452,15.039593
4432,0.22158906,0,1,0,47.123817,0.478432,0.000000,0.000000,0.000000,1.225032,0.000000,0.000000,-0.242369,0.242369,0.000000,0.000000,1.003030,0.685468,-7.609685,0.000206,-158,0.183135,15.044956
4433,0.22163905,0,1,0,47.064083,0.478617,-30.679617,0.000000,0.000000,1.228712,0.000000,0.000000,-0.243903,0.243903,0.000000,0.000000,1.029642,0.746593,14.269723,0.000137,-159,0.186815,15.050321
4434,0.22168905,0,1,0,47.005798,0.478518,0.000000,0.000000,0.000000,1.232389,0.000000,0.000000,-0.243903,0.243903,0.000000,0.000000,1.064441,0.793930,-7.895611,0.001222,-159,0.190492,15.055684
4435,0.22173904,0,1,0,46.949017,0.478687,-30.679617,0.000000,0.000000,1.236063,0.000000,0.000000,-0.245437,0.245437,0.000000,0.000000,1.098570,0.843218,14.000094,0.003557,-160,0.194167,15.061048
4436,0.22178903,0,1,0,46.893852,0.478592,0.000000,0.000000,0.000000,1.239735,0.000000,0.000000,-0.245437,0.245437,0.000000,0.000000,1.133289,0.892962,-8.149736,0.007160,-160,0.197838,15.066413
4437,0.22183903,0,1,0,46.840370,0.478200,0.000000,0.000000,0.000000,1.243403,0.000000,0.000000,-0.245437,0.245437,0.000000,0.000000,1.169322,0.942342,-7.715307,0.006169,-160,0.201506,15.071776
4438,0.22188902,0,1,0,46.788616,0.478637,-30.679617,0.000000,0.000000,1.247067,0.000000,0.000000,-0.246971,0.246971,0.000000,0.000000,1.092090,0.758501,14.170427,0.000085,-161,0.205171,15.077140
4439,0.22193901,0,1,0,46.738701,0.478509,0.000000,0.000000,0.000000,1.250729,0.000000,0.000000,-0.246971,0.246971,0.000000,0.000000,1.110963,0.760635,-7.989594,0.000183,-161,0.208832,15.082504
4440,0.22198901,0,1,0,46.690666,0.478345,0.000000,0.000000,0.000000,1.194387,0.000000,0.000000,-0.246971,0.246971,0.000000,9.836903,1.124560,0.745751,-7.565825,0.000962,-161,0.212490,15.087868
4441,0.22203900,0,1,0,46.644566,0.478514,-30.679617,0.000000,0.000000,1.138042,0.000000,0.000000,-0.248505,0.248505,0.000000,0.000000,1.120627,0.687594,14.312159,0.002653,-162,0.216145,15.093231
4442,0.22208899,0,1,0,46.600487,0.478441,0.000000,0.000000,0.000000,1.097205,0.000000,0.000000,-0.248505,0.248505,0.000000,0.000000,1.139659,0.594600,-7.856164,0.007283,-162,0.219796,15.098596
4443,0.22213899,0,1,0,46.558472,0.478073,0.000000,0.000000,0.000000,1.100853,0.000000,0.000000,-0.248505,0.248505,0.000000,0.000000,1.193699,0.496003,-7.440504,0.009360,-162,0.223444,15.103959
4444,0.22218898,0,1,0,46.518570,0.478541,-30.679617,0.000000,0.000000,1.104497,0.000000,0.000000,-0.250039,0.250039,0.000000,0.000000,1.017422,0.491867,14.427741,0.003286,-163,0.227087,15.109323
4445,0.22223897,0,1,0,46.480854,0.478384,0.000000,0.000000,0.000000,1.108136,0.000000,0.000000,-0.250039,0.250039,0.000000,0.000000,1.033250,0.468109,-7.749193,0.004561,-163,0.230727,15.114687
4446,0.22228897,0,1,0,46.445362,0.478592,-30.679617,0.000000,0.000000,1.111772,0.000000,0.000000,-0.251573,0.251573,0.000000,0.000000,1.030149,0.443062,14.134221,0.006099,-164,0.234363,15.120050
4447,0.22233896,0,1,0,46.412128,0.478466,0.000000,0.000000,0.000000,1.115404,0.000000,0.000000,-0.251573,0.251573,0.000000,0.000000,1.034196,0.415931,-8.028510,0.008041,-164,0.237995,15.125415
4448,0.22238895,0,1,0,46.381218,0.478345,0.000000,0.000000,0.000000,1.119032,0.000000,0.000000,-0.251573,0.251573,0.000000,0.000000,1.036502,0.388068,-7.607607,0.010336,-164,0.241623,15.130779
4449,0.22243895,0,1,0,46.352657,0.478605,-30.679617,0.000000,0.000000,1.122656,0.000000,0.000000,-0.253107,0.253107,0.000000,0.000000,1.038321,0.360196,14.268076,0.007082,-165,0.245247,15.136143
4450,0.22248894,0,1,0,46.326481,0.478480,0.000000,0.000000,0.000000,1.186275,0.000000,0.000000,-0.253107,0.253107,0.000000,11.062026,0.974945,0.584305,-7.900606,0.000955,-165,0.248866,15.141507
4451,0.22253893,0,1,0,46.302731,0.478375,0.000000,0.000000,0.000000,1.209300,0.000000,0.000000,-0.253107,0.253107,0.000000,0.000000,1.017627,0.615153,-7.484176,0.000348,-165,0.252481,15.146871
4452,0.22258893,0,1,0,46.281429,0.478572,-30.679617,0.000000,0.000000,1.212911,0.000000,0.000000,-0.254641,0.254641,0.000000,0.000000,1.056781,0.647866,14.388383,0.000014,-166,0.256092,15.152234
4453,0.22263892,0,1,0,46.262600,0.478479,0.000000,0.000000,0.000000,1.216517,0.000000,0.000000,-0.254641,0.254641,0.000000,0.000000,1.099079,0.671902,-7.783582,0.000447,-166,0.259698,15.157598
4454,0.22268891,0,1,0,46.246273,0.478389,0.000000,0.000000,0.000000,1.220119,0.000000,0.000000,-0.254641,0.254641,0.000000,0.000000,1.139578,0.696925,-7.370359,0.001586,-166,0.263300,15.162962
4455,0.22273891,0,1,0,46.232460,0.478568,-30.679617,0.000000,0.000000,1.223715,0.000000,0.000000,-0.256175,0.256175,0.000000,0.000000,1.179938,0.721289,14.499091,0.003409,-167,0.266897,15.168325
4456,0.22278890,0,1,0,46.221180,0.478482,0.000000,0.000000,0.000000,1.227307,0.000000,0.000000,-0.256175,0.256175,0.000000,0.000000,1.220978,0.744771,-7.675851,0.005936,-167,0.270489,15.173690
4457,0.22283889,0,1,0,46.212444,0.478398,0.000000,0.000000,0.000000,1.230895,0.000000,0.000000,-0.256175,0.256175,0.000000,0.000000,1.262710,0.768423,-7.265452,0.009220,-167,0.274076,15.179053
4458,0.22288889,0,1,0,46.206257,0.478555,-30.679617,0.000000,0.000000,1.234477,0.000000,0.000000,-0.257709,0.257709,0.000000,0.000000,1.305699,0.792127,14.601350,0.013335,-168,0.277658,15.184417
4459,0.22293888,0,1,0,46.202629,0.478189,0.000000,0.000000,0.000000,1.238054,0.000000,0.000000,-0.257709,0.257709,0.000000,0.000000,1.350734,0.815100,-7.576052,0.010854,-168,0.281235,15.189781
4460,0.22298887,0,1,0,46.201557,0.478666,-30.679617,0.000000,0.000000,1.301626,0.000000,0.000000,-0.259243,0.259243,0.000000,12.880221,1.119175,0.850380,14.303941,0.004383,-169,0.284807,15.195146
4461,0.22303887,0,1,0,46.203037,0.478558,0.000000,0.000000,0.000000,1.360922,0.000000,0.000000,-0.259243,0.259243,0.000000,0.000000,1.167770,0.897745,-7.860649,0.005503,-169,0.288374,15.200509
4462,0.22308886,0,1,0,46.207066,0.478463,0.000000,0.000000,0.000000,1.364483,0.000000,0.000000,-0.259243,0.259243,0.000000,0.000000,1.208239,0.942208,-7.440238,0.008763,-169,0.291935,15.205873
4463,0.22313885,0,1,0,46.213634,0.478320,-30.679617,0.000000,0.000000,1.368039,0.000000,0.000000,-0.260777,0.260777,0.000000,0.000000,1.251100,0.984241,14.436223,0.007386,-170,0.295491,15.211237
4464,0.22318885,0,1,0,46.222721,0.478469,0.000000,0.000000,0.000000,1.371589,0.000000,0.000000,-0.260777,0.260777,0.000000,0.000000,1.181226,0.789048,-7.735788,0.000421,-170,0.299042,15.216600
4465,0.22323884,0,1,0,46.234310,0.478346,0.000000,0.000000,0.000000,1.375134,0.000000,0.000000,-0.260777,0.260777,0.000000,0.000000,1.209248,0.785558,-7.323064,0.000136,-170,0.302587,15.221965
4466,0.22328883,0,1,0,46.248394,0.478509,-30.679617,0.000000,0.000000,1.378674,0.000000,0.000000,-0.262311,0.262311,0.000000,0.000000,1.230433,0.763819,14.545188,0.000027,-171,0.306126,15.227328
4467,0.22333883,0,1,0,46.264931,0.478431,0.000000,0.000000,0.000000,1.382207,0.000000,0.000000,-0.262311,0.262311,0.000000,0.000000,1.275870,0.714462,-7.631488,0.000685,-171,0.309659,15.232693
4468,0.22338882,0,1,0,46.283901,0.478338,0.000000,0.000000,0.000000,1.385735,0.000000,0.000000,-0.262311,0.262311,0.000000,0.000000,1.329248,0.683026,-7.223052,0.002578,-171,0.313187,15.238056
4469,0.22343881,0,1,0,46.305279,0.478517,-30.679617,0.000000,0.000000,1.389256,0.000000,0.000000,-0.263845,0.263845,0.000000,0.000000,1.400985,0.617150,14.641536,0.007991,-172,0.316709,15.243420
4470,0.22348881,0,1,0,46.329014,0.478429,0.000000,0.000000,0.000000,1.332772,0.000000,0.000000,-0.263845,0.263845,0.000000,10.539294,1.483472,0.580040,-7.537926,0.020058,-172,0.320224,15.248784
4471,0.22353880,0,1,0,46.355076,0.478283,0.000000,0.000000,0.000000,1.276282,0.000000,0.000000,-0.263845,0.263845,0.000000,0.000000,1.561997,0.541161,-7.131809,0.026013,-172,0.323734,15.254148
4472,0.22358879,0,1,0,46.383438,0.478096,-30.679617,0.000000,0.000000,1.267058,0.000000,0.000000,-0.265379,0.265379,0.000000,0.000000,1.460180,0.810931,14.730885,0.013044,-173,0.327237,15.259512
4473,0.22363879,0,1,0,46.414024,0.478343,0.000000,0.000000,0.000000,1.270555,0.000000,0.000000,-0.265379,0.265379,0.000000,0.000000,1.173189,0.816976,-7.455767,0.005235,-173,0.330734,15.264876
4474,0.22368878,0,1,0,46.446804,0.478265,0.000000,0.000000,0.000000,1.274045,0.000000,0.000000,-0.265379,0.265379,0.000000,0.000000,1.163914,0.846655,-7.057235,0.007257,-173,0.334225,15.270240
4475,0.22373877,0,1,0,46.481747,0.478453,-30.679617,0.000000,0.000000,1.277529,0.000000,0.000000,-0.266913,0.266913,0.000000,0.000000,1.154644,0.875789,14.797502,0.009616,-174,0.337709,15.275603
4476,0.22378877,0,1,0,46.518757,0.478381,0.000000,0.000000,0.000000,1.281007,0.000000,0.000000,-0.266913,0.266913,0.000000,0.000000,1.156258,0.906110,-7.391978,0.012391,-174,0.341187,15.280968
4477,0.22383876,0,1,0,46.557804,0.478026,0.000000,0.000000,0.000000,1.284478,0.000000,0.000000,-0.266913,0.266913,0.000000,0.000000,1.158285,0.938756,-6.995931,0.009419,-174,0.344658,15.286331
4478,0.22388875,0,1,0,46.598839,0.478529,-30.679617,0.000000,0.000000,1.287942,0.000000,0.000000,-0.268447,0.268447,0.000000,0.000000,1.069662,0.729925,14.853109,0.002092,-175,0.348122,15.291695
4479,0.22393875,0,1,0,46.641762,0.478412,0.000000,0.000000,0.000000,1.291400,0.000000,0.000000,-0.268447,0.268447,0.000000,0.000000,1.084968,0.738957,-7.341755,0.001916,-175,0.351580,15.297059
4480,0.22398874,0,1,0,46.686531,0.478265,0.000000,0.000000,0.000000,1.234850,0.000000,0.000000,-0.268447,0.268447,0.000000,9.053087,1.090232,0.730489,-6.951134,0.000802,-175,0.355030,15.302423
4481,0.22403874,0,1,0,46.733097,0.478497,-30.679617,0.000000,0.000000,1.215445,0.000000,0.000000,-0.269981,0.269981,0.000000,0.000000,1.077053,0.683653,14.895372,0.000401,-176,0.358474,15.307787
4482,0.22408873,0,1,0,46.781345,0.478414,0.000000,0.000000,0.000000,1.218882,0.000000,0.000000,-0.269981,0.269981,0.000000,0.000000,1.079516,0.666256,-7.302330,0.000295,-176,0.361910,15.313150
4483,0.22413872,0,1,0,46.831226,0.478621,-30.679617,0.000000,0.000000,1.222311,0.000000,0.000000,-0.271515,0.271515,0.000000,0.000000,1.110008,0.628785,14.561783,0.000022,-177,0.365340,15.318514
4484,0.22418872,0,1,0,46.882687,0.478514,0.000000,0.000000,0.000000,1.225733,0.000000,0.000000,-0.271515,0.271515,0.000000,0.000000,1.150049,0.609032,-7.618613,0.000352,-177,0.368762,15.323879
4485,0.22423871,0,1,0,46.935604,0.478411,0.000000,0.000000,0.000000,1.229148,0.000000,0.000000,-0.271515,0.271515,0.000000,0.000000,1.191497,0.586747,-7.213789,0.001369,-177,0.372176,15.329243
4486,0.22428870,0,1,0,46.989922,0.478597,-30.679617,0.000000,0.000000,1.232555,0.000000,0.000000,-0.273049,0.273049,0.000000,0.000000,1.254577,0.529249,14.647358,0.005006,-178,0.375583,15.334606
4487,0.22433870,0,1,0,47.045559,0.478494,0.000000,0.000000,0.000000,1.235955,0.000000,0.000000,-0.273049,0.273049,0.000000,0.000000,1.327035,0.488927,-7.535510,0.010925,-178,0.378983,15.339971
4488,0.22438869,0,1,0,47.102459,0.478067,0.000000,0.000000,0.000000,1.239347,0.000000,0.000000,-0.273049,0.273049,0.000000,0.000000,1.400006,0.445816,-7.132702,0.011058,-178,0.382375,15.345334
4489,0.22443868,0,1,0,47.160477,0.478545,-30.679617,0.000000,0.000000,1.242731,0.000000,0.000000,-0.274583,0.274583,0.000000,0.000000,1.192780,0.439087,14.722669,0.004594,-179,0.385760,15.350698
4490,0.22448868,0,1,0,47.219563,0.478479,0.000000,0.000000,0.000000,1.306108,0.000000,0.000000,-0.274583,0.274583,0.000000,10.638566,1.207826,0.413981,-7.466467,0.008195,-179,0.389136,15.356062
4491,0.22453867,0,1,0,47.279652,0.478361,0.000000,0.000000,0.000000,1.350037,0.000000,0.000000,-0.274583,0.274583,0.000000,0.000000,1.256054,0.383239,-7.069900,0.012487,-179,0.392505,15.361425
4492,0.22458866,0,1,0,47.340595,0.478491,-30.679617,0.000000,0.000000,1.353397,0.000000,0.000000,-0.276117,0.276117,0.000000,0.000000,1.292940,0.350766,14.783229,0.007967,-180,0.395866,15.366789
4493,0.22463866,0,1,0,47.402340,0.478417,0.000000,0.000000,0.000000,1.356750,0.000000,0.000000,-0.276117,0.276117,0.000000,0.000000,1.216108,0.592743,-7.407319,0.000211,-180,0.399218,15.372153
4494,0.22468865,0,1,0,47.464813,0.478322,0.000000,0.000000,0.000000,1.360095,0.000000,0.000000,-0.276117,0.276117,0.000000,0.000000,1.278735,0.577333,-7.011728,0.000036,-180,0.402563,15.377517
4495,0.22473864,0,1,0,47.527870,0.478497,-30.679617,0.000000,0.000000,1.363431,0.000000,0.000000,-0.277651,0.277651,0.000000,0.000000,1.309849,0.610751,14.840899,0.000495,-181,0.405899,15.382880
4496,0.22478864,0,1,0,47.591446,0.478422,0.000000,0.000000,0.000000,1.366759,0.000000,0.000000,-0.277651,0.277651,0.000000,0.000000,1.347584,0.626366,-7.350144,0.001450,-181,0.409227,15.388246
4497,0.22483863,0,1,0,47.655468,0.478351,0.000000,0.000000,0.000000,1.370078,0.000000,0.000000,-0.277651,0.277651,0.000000,0.000000,1.380432,0.645719,-6.955217,0.002809,-181,0.412546,15.393609
4498,0.22488862,0,1,0,47.719791,0.478520,-30.679617,0.000000,0.000000,1.373389,0.000000,0.000000,-0.279185,0.279185,0.000000,0.000000,1.412121,0.663656,14.896664,0.004520,-182,0.415858,15.398973
4499,0.22493862,0,1,0,47.784344,0.478455,0.000000,0.000000,0.000000,1.376692,0.000000,0.000000,-0.279185,0.279185,0.000000,0.000000,1.443176,0.680884,-7.295186,0.006573,-182,0.419160,15.404337
4500,0.22498861,0,1,0,47.849060,0.478113,0.000000,0.000000,0.000000,1.319986,0.000000,0.000000,-0.279185,0.279185,0.000000,9.080733,1.473955,0.698477,-6.901072,0.007984,-182,0.422454,15.409700
4501,0.22503860,0,1,0,47.913792,0.478529,-30.679617,0.000000,0.000000,1.296184,0.000000,0.000000,-0.280719,0.280719,0.000000,0.000000,1.259248,0.682823,14.945784,0.001522,-183,0.425739,15.415065
4502,0.22508860,0,1,0,47.978470,0.478482,0.000000,0.000000,0.000000,1.299460,0.000000,0.000000,-0.280719,0.280719,0.000000,0.000000,1.229094,0.693882,-7.251876,0.001946,-183,0.429015,15.420428
4503,0.22513859,0,1,0,48.043022,0.478407,0.000000,0.000000,0.000000,1.302727,0.000000,0.000000,-0.280719,0.280719,0.000000,0.000000,1.227385,0.704076,-6.863867,0.002377,-183,0.432282,15.425792
4504,0.22518858,0,1,0,48.107300,0.478580,-30.679617,0.000000,0.000000,1.305986,0.000000,0.000000,-0.282252,0.282252,0.000000,0.000000,1.231921,0.716072,14.980938,0.002964,-184,0.435540,15.431156
4505,0.22523858,0,1,0,48.171230,0.478490,0.000000,0.000000,0.000000,1.309235,0.000000,0.000000,-0.282252,0.282252,0.000000,0.000000,1.238437,0.729615,-7.218058,0.003679,-184,0.438790,15.436520
4506,0.22528857,0,1,0,48.234756,0.478397,0.000000,0.000000,0.000000,1.312475,0.000000,0.000000,-0.282252,0.282252,0.000000,0.000000,1.245370,0.744075,-6.831146,0.004509,-184,0.442030,15.441883
4507,0.22533856,0,1,0,48.297726,0.478301,0.000000,0.000000,0.000000,1.315705,0.000000,0.000000,-0.282252,0.282252,0.000000,0.000000,1.252334,0.758651,-6.463353,0.005416,-184,0.445260,15.447248
4508,0.22538856,0,1,0,48.360065,0.478452,-30.679617,0.000000,0.000000,1.318927,0.000000,0.000000,-0.283786,0.283786,0.000000,0.000000,1.259057,0.772516,15.362290,0.006403,-185,0.448482,15.452612
4509,0.22543855,0,1,0,48.421715,0.478353,0.000000,0.000000,0.000000,1.322139,0.000000,0.000000,-0.283786,0.283786,0.000000,0.000000,1.265728,0.784853,-6.854917,0.007340,-185,0.451693,15.457975
4510,0.22548854,0,1,0,48.482533,0.478049,0.000000,0.000000,0.000000,1.281236,0.000000,0.000000,-0.283786,0.283786,0.000000,8.254850,1.271674,0.795003,-6.485355,0.005933,-185,0.454896,15.463340
4511,0.22553854,0,1,0,48.542450,0.478460,-30.679617,0.000000,0.000000,1.284429,0.000000,0.000000,-0.285320,0.285320,0.000000,0.000000,1.206603,0.603991,15.339231,0.000023,-186,0.458088,15.468703
4512,0.22558853,0,1,0,48.601406,0.478382,0.000000,0.000000,0.000000,1.287612,0.000000,0.000000,-0.285320,0.285320,0.000000,0.000000,1.271872,0.530591,-6.878678,0.001549,-186,0.461271,15.474067
4513,0.22563852,0,1,0,48.659264,0.478304,0.000000,0.000000,0.000000,1.290785,0.000000,0.000000,-0.285320,0.285320,0.000000,0.000000,1.344633,0.479888,-6.509158,0.005710,-186,0.464444,15.479431
4514,0.22568852,0,1,0,48.715961,0.478458,-30.679617,0.000000,0.000000,1.293948,0.000000,0.000000,-0.286854,0.286854,0.000000,0.000000,1.423955,0.445182,15.318975,0.012275,-187,0.467608,15.484795
4515,0.22573851,0,1,0,48.771435,0.478290,0.000000,0.000000,0.000000,1.297101,0.000000,0.000000,-0.286854,0.286854,0.000000,0.000000,1.499872,0.407493,-6.895112,0.012637,-187,0.470761,15.490158
4516,0.22578850,0,1,0,48.825562,0.478242,0.000000,0.000000,0.000000,1.300245,0.000000,0.000000,-0.286854,0.286854,0.000000,0.000000,1.418782,0.644419,-6.522306,0.009784,-187,0.473904,15.495522
4517,0.22583850,0,1,0,48.878277,0.478113,-30.679617,0.000000,0.000000,1.303378,0.000000,0.000000,-0.288388,0.288388,0.000000,0.000000,1.475454,0.625939,15.308691,0.007068,-188,0.477037,15.500886
4518,0.22588849,0,1,0,48.929512,0.478298,0.000000,0.000000,0.000000,1.306500,0.000000,0.000000,-0.288388,0.288388,0.000000,0.000000,1.271688,0.597321,-6.907189,0.000317,-188,0.480160,15.506250
4519,0.22593848,0,1,0,48.979198,0.478208,0.000000,0.000000,0.000000,1.309613,0.000000,0.000000,-0.288388,0.288388,0.000000,0.000000,1.280666,0.557336,-6.536691,0.000025,-188,0.483272,15.511614
4520,0.22598848,0,1,0,49.027233,0.478497,-30.679617,0.000000,0.000000,1.372715,0.000000,0.000000,-0.289922,0.289922,0.000000,11.364275,1.273760,0.519035,15.290930,0.000709,-189,0.486374,15.516978
4521,0.22603847,0,1,0,49.073559,0.478425,0.000000,0.000000,0.000000,1.435807,0.000000,0.000000,-0.289922,0.289922,0.000000,0.000000,1.338071,0.478279,-6.923842,0.002965,-189,0.489466,15.522343
4522,0.22608846,0,1,0,49.118126,0.478360,0.000000,0.000000,0.000000,1.498888,0.000000,0.000000,-0.289922,0.289922,0.000000,0.000000,1.397291,0.440367,-6.551447,0.006565,-189,0.492547,15.527706
4523,0.22613846,0,1,0,49.160831,0.478538,-30.679617,0.000000,0.000000,1.513476,0.000000,0.000000,-0.291456,0.291456,0.000000,0.000000,1.455190,0.405722,15.279090,0.009843,-190,0.495617,15.533070
4524,0.22618845,0,1,0,49.201626,0.478388,0.000000,0.000000,0.000000,1.516536,0.000000,0.000000,-0.291456,0.291456,0.000000,0.000000,1.512622,0.374558,-6.932951,0.006394,-190,0.498677,15.538434
4525,0.22623844,0,1,0,49.240471,0.478357,0.000000,0.000000,0.000000,1.519585,0.000000,0.000000,-0.291456,0.291456,0.000000,0.000000,1.423969,0.611985,-6.558405,0.000019,-190,0.501726,15.543797
4526,0.22628844,0,1,0,49.277271,0.478512,-30.679617,0.000000,0.000000,1.522623,0.000000,0.000000,-0.292990,0.292990,0.000000,0.000000,1.479494,0.594006,15.274244,0.000242,-191,0.504764,15.549161
4527,0.22633843,0,1,0,49.311985,0.478444,0.000000,0.000000,0.000000,1.525650,0.000000,0.000000,-0.292990,0.292990,0.000000,0.000000,1.510575,0.625682,-6.935772,0.001051,-191,0.507791,15.554525
4528,0.22638842,0,1,0,49.344585,0.478370,0.000000,0.000000,0.000000,1.528665,0.000000,0.000000,-0.292990,0.292990,0.000000,0.000000,1.553020,0.642615,-6.558733,0.002555,-191,0.510806,15.559889
4529,0.22643842,0,1,0,49.374981,0.478296,0.000000,0.000000,0.000000,1.531670,0.000000,0.000000,-0.292990,0.292990,0.000000,0.000000,1.595672,0.664421,-6.199685,0.004879,-191,0.513811,15.565252
4530,0.22648841,0,1,0,49.403141,0.478195,-30.679617,0.000000,0.000000,1.493159,0.000000,0.000000,-0.294524,0.294524,0.000000,10.558888,1.640845,0.685900,15.618352,0.006845,-192,0.516804,15.570617
4531,0.22653840,0,1,0,49.429047,0.478306,0.000000,0.000000,0.000000,1.496141,0.000000,0.000000,-0.294524,0.294524,0.000000,0.000000,1.466874,0.675748,-6.609241,0.001010,-192,0.519786,15.575980
4532,0.22658840,0,1,0,49.452621,0.478204,0.000000,0.000000,0.000000,1.499111,0.000000,0.000000,-0.294524,0.294524,0.000000,0.000000,1.479256,0.655356,-6.249659,0.000561,-192,0.522757,15.581345
4533,0.22663839,0,1,0,49.473850,0.478353,-30.679617,0.000000,0.000000,1.502070,0.000000,0.000000,-0.296058,0.296058,0.000000,0.000000,1.477370,0.633669,15.567799,0.000243,-193,0.525716,15.586709
4534,0.22668839,0,1,0,49.492699,0.478266,0.000000,0.000000,0.000000,1.505018,0.000000,0.000000,-0.296058,0.296058,0.000000,0.000000,1.482067,0.609274,-6.657481,0.000055,-193,0.528663,15.592072
4535,0.22673838,0,1,0,49.509125,0.478181,0.000000,0.000000,0.000000,1.507954,0.000000,0.000000,-0.296058,0.296058,0.000000,0.000000,1.485291,0.582216,-6.295896,0.000075,-193,0.531599,15.597437
4536,0.22678837,0,1,0,49.523117,0.478333,-30.679617,0.000000,0.000000,1.510878,0.000000,0.000000,-0.297592,0.297592,0.000000,0.000000,1.487784,0.552277,15.523489,0.000374,-194,0.534523,15.602800
